ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
451187903,Sense and Sensibility,Jane Austen,1995,Signet Book,http://images.amazon.com/images/P/0451187903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451187903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451187903.01.LZZZZZZZ.jpg,,,,
385491050,Surfacing,MARGARET ATWOOD,1998,Anchor,http://images.amazon.com/images/P/0385491050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385491050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385491050.01.LZZZZZZZ.jpg,,,,
671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books,http://images.amazon.com/images/P/0671036505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671036505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671036505.01.LZZZZZZZ.jpg,,,,
553213504,The Count of Monte Cristo (Bantam Classics),ALEXANDRE DUMAS,1984,Bantam,http://images.amazon.com/images/P/0553213504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213504.01.LZZZZZZZ.jpg,,,,
394758285,The Big Sleep,Raymond Chandler,1992,Vintage Books USA,http://images.amazon.com/images/P/0394758285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394758285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394758285.01.LZZZZZZZ.jpg,,,,
671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket,http://images.amazon.com/images/P/0671004565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004565.01.LZZZZZZZ.jpg,,,,
345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books,http://images.amazon.com/images/P/0345370805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370805.01.LZZZZZZZ.jpg,,,,
375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg,,,,
156006529,Where or When  : A Novel,Anita Shreve,1999,Harvest Books,http://images.amazon.com/images/P/0156006529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156006529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156006529.01.LZZZZZZZ.jpg,,,,
446673544,Sex &amp; the City,Candace Bushnell,1997,Warner Books,http://images.amazon.com/images/P/0446673544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.LZZZZZZZ.jpg,,,,
140256369,Of Love and Other Demons (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1996,Penguin Books,http://images.amazon.com/images/P/0140256369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140256369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140256369.01.LZZZZZZZ.jpg,,,,
312243022,The Hours : A Novel,Michael Cunningham,2000,Picador,http://images.amazon.com/images/P/0312243022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg,,,,
316789844,Resistance : A Novel,Anita Shreve,1997,Back Bay Books,http://images.amazon.com/images/P/0316789844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316789844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316789844.01.LZZZZZZZ.jpg,,,,
385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor,http://images.amazon.com/images/P/0385490445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.LZZZZZZZ.jpg,,,,
345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books,http://images.amazon.com/images/P/0345316770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345316770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345316770.01.LZZZZZZZ.jpg,,,,
375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg,,,,
70212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill,http://images.amazon.com/images/P/0070212570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070212570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070212570.01.LZZZZZZZ.jpg,,,,
385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor,http://images.amazon.com/images/P/0385480016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385480016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385480016.01.LZZZZZZZ.jpg,,,,
61098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch,http://images.amazon.com/images/P/0061098361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061098361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061098361.01.LZZZZZZZ.jpg,,,,
61093092,Lily White,Susan Isaacs,1997,HarperTorch,http://images.amazon.com/images/P/0061093092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093092.01.LZZZZZZZ.jpg,,,,
446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books,http://images.amazon.com/images/P/0446611239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611239.01.LZZZZZZZ.jpg,,,,
553580078,The Years of Rice and Salt,Kim Stanley Robinson,2003,Spectra Books,http://images.amazon.com/images/P/0553580078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580078.01.LZZZZZZZ.jpg,,,,
425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189414.01.LZZZZZZZ.jpg,,,,
316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books,http://images.amazon.com/images/P/0316781266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316781266.01.LZZZZZZZ.jpg,,,,
486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,1994,Dover Publications,http://images.amazon.com/images/P/0486280616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486280616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486280616.01.LZZZZZZZ.jpg,,,,
671032658,The Green Mile,Stephen King,1999,Pocket,http://images.amazon.com/images/P/0671032658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.LZZZZZZZ.jpg,,,,
373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250223.01.LZZZZZZZ.jpg,,,,
380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books,http://images.amazon.com/images/P/0380817683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380817683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380817683.01.LZZZZZZZ.jpg,,,,
380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy,http://images.amazon.com/images/P/0380814021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380814021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380814021.01.LZZZZZZZ.jpg,,,,
373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin,http://images.amazon.com/images/P/0373710992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373710992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373710992.01.LZZZZZZZ.jpg,,,,
61098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch,http://images.amazon.com/images/P/0061098795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061098795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061098795.01.LZZZZZZZ.jpg,,,,
375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg,,,,
142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books,http://images.amazon.com/images/P/0142004030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004030.01.LZZZZZZZ.jpg,,,,
452281784,Bad Heir Day,Wendy Holden,2001,Plume Books,http://images.amazon.com/images/P/0452281784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281784.01.LZZZZZZZ.jpg,,,,
038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta,http://images.amazon.com/images/P/038533656X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533656X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533656X.01.LZZZZZZZ.jpg,,,,
345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg,,,,
802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press,http://images.amazon.com/images/P/0802135196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802135196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802135196.01.LZZZZZZZ.jpg,,,,
440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell,http://images.amazon.com/images/P/0440217520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217520.01.LZZZZZZZ.jpg,,,,
373834985,Comfortable Wife,Stephanie Laurens,2002,Harlequin,http://images.amazon.com/images/P/0373834985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373834985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373834985.01.LZZZZZZZ.jpg,,,,
679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc,http://images.amazon.com/images/P/0679450548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450548.01.LZZZZZZZ.jpg,,,,
345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg,,,,
038039586X,Watership Down,Richard George Adams,1975,Harpercollins,http://images.amazon.com/images/P/038039586X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038039586X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038039586X.01.LZZZZZZZ.jpg,,,,
670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books,http://images.amazon.com/images/P/0670030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg,,,,
60929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial,http://images.amazon.com/images/P/0060929596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929596.01.LZZZZZZZ.jpg,,,,
440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,http://images.amazon.com/images/P/0440131480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg,,,,
375707425,Embers,SANDOR MARAI,2002,Vintage,http://images.amazon.com/images/P/0375707425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375707425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375707425.01.LZZZZZZZ.jpg,,,,
440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf,http://images.amazon.com/images/P/0440940001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg,,,,
812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books,http://images.amazon.com/images/P/0812565959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812565959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812565959.01.LZZZZZZZ.jpg,,,,
425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425163385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg,,,,
743444051,CSI: Sin City,Max Allan Collins,2002,Pocket,http://images.amazon.com/images/P/0743444051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743444051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743444051.01.LZZZZZZZ.jpg,,,,
671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,http://images.amazon.com/images/P/0671042262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg,,,,
425157539,Sudden Prey,John Sandford,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425157539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425157539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425157539.01.LZZZZZZZ.jpg,,,,
553585681,Always a Thief,Kay Hooper,2003,Bantam Books,http://images.amazon.com/images/P/0553585681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553585681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553585681.01.LZZZZZZZ.jpg,,,,
553585118,Once a Thief,Kay Hooper,2002,Bantam Books,http://images.amazon.com/images/P/0553585118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553585118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553585118.01.LZZZZZZZ.jpg,,,,
743212002,Deck the Halls,Mary Higgins Clark,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0743212002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743212002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743212002.01.LZZZZZZZ.jpg,,,,
037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin,http://images.amazon.com/images/P/037348397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037348397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037348397X.01.LZZZZZZZ.jpg,,,,
679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,,,,
380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,http://images.amazon.com/images/P/0380600129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380600129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380600129.01.LZZZZZZZ.jpg,,,,
082176828X,What You Wish for,Fern Michaels,2001,Zebra Books,http://images.amazon.com/images/P/082176828X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082176828X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082176828X.01.LZZZZZZZ.jpg,,,,
316693324,When the Wind Blows,James Patterson,1998,Replica Books,http://images.amazon.com/images/P/0316693324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693324.01.LZZZZZZZ.jpg,,,,
553283685,Hyperion,DAN SIMMONS,1990,Bantam,http://images.amazon.com/images/P/0553283685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553283685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553283685.01.LZZZZZZZ.jpg,,,,
743412273,Pet Sematary,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743412273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412273.01.LZZZZZZZ.jpg,,,,
345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345367898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345367898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345367898.01.LZZZZZZZ.jpg,,,,
553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,http://images.amazon.com/images/P/0553580272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580272.01.LZZZZZZZ.jpg,,,,
449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,http://images.amazon.com/images/P/0449912558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg,,,,
449300021,Les Miserables,VICTOR HUGO,1982,Fawcett,http://images.amazon.com/images/P/0449300021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449300021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449300021.01.LZZZZZZZ.jpg,,,,
684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg,,,,
440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg,,,,
385721358,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385721358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg,,,,
031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin,http://images.amazon.com/images/P/031231616X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031231616X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg,,,,
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,,,,
767912233,Babyville,JANE GREEN,2003,Broadway,http://images.amazon.com/images/P/0767912233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767912233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767912233.01.LZZZZZZZ.jpg,,,,
894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,http://images.amazon.com/images/P/0894805770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894805770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg,,,,
62502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco,http://images.amazon.com/images/P/0062502174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062502174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062502174.01.LZZZZZZZ.jpg,,,,
688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,http://images.amazon.com/images/P/0688177751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg,,,,
345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,http://images.amazon.com/images/P/0345438329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg,,,,
375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg,,,,
618126988,The Silmarillion,J.R.R. Tolkien,2001,Houghton Mifflin,http://images.amazon.com/images/P/0618126988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618126988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618126988.01.LZZZZZZZ.jpg,,,,
142000361,The Florabama Ladies' Auxiliary &amp; Sewing Circle,Lois Battle,2002,Penguin Books,http://images.amazon.com/images/P/0142000361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000361.01.LZZZZZZZ.jpg,,,,
345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books,http://images.amazon.com/images/P/0345446860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345446860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg,,,,
446310492,To Kill a Mockingbird,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,,,,
515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,http://images.amazon.com/images/P/0515090506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515090506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515090506.01.LZZZZZZZ.jpg,,,,
399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399145087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399145087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg,,,,
60192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers,http://images.amazon.com/images/P/0060192119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192119.01.LZZZZZZZ.jpg,,,,
836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218256.01.LZZZZZZZ.jpg,,,,
312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312990456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312990456.01.LZZZZZZZ.jpg,,,,
316969680,The Beach House,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316969680.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969680.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969680.01.LZZZZZZZ.jpg,,,,
3518368540,Homo Faber,Max Frisch,0,Distribooks Int'l+inc,http://images.amazon.com/images/P/3518368540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518368540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518368540.01.LZZZZZZZ.jpg,,,,
786887842,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,Miramax,http://images.amazon.com/images/P/0786887842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786887842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786887842.01.LZZZZZZZ.jpg,,,,
140016821,Cider With Rosie,Laurie Lee,1978,Penguin USA,http://images.amazon.com/images/P/0140016821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140016821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140016821.01.LZZZZZZZ.jpg,,,,
312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press,http://images.amazon.com/images/P/0312965338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312965338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312965338.01.LZZZZZZZ.jpg,,,,
399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg,,,,
425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188361.01.LZZZZZZZ.jpg,,,,
66210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow,http://images.amazon.com/images/P/0066210151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066210151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066210151.01.LZZZZZZZ.jpg,,,,
395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company,http://images.amazon.com/images/P/0395177111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395177111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395177111.01.LZZZZZZZ.jpg,,,,
